smiles,finger_prints
OC1CC2CC(=O)C=C12,[0 0 0 ... 0 0 0]
CC(C(O)C=O)N1CC1,[0 1 0 ... 0 0 0]
C#CC(=O)COC=O,[0 0 0 ... 0 0 0]
CCCC1OCC1=O,[0 0 0 ... 0 0 0]
OC1(C#C)C2COC12,[0 0 0 ... 0 0 0]
CC1(CN2CC2)CCO1,[0 0 0 ... 0 0 0]
O=C1CC=C2CCC2C1,[0 0 0 ... 0 0 0]
CC12CC(O1)C2N1CC1,[0 0 0 ... 0 0 0]
CC(=O)CN1CC2CC12,[0 0 0 ... 0 0 0]
CNC(=N)C=O,[0 0 0 ... 0 0 0]
NC1(C#N)C2COC12,[0 0 0 ... 0 0 0]
CC1NC11CC(O)C1,[0 0 0 ... 0 0 0]
N=C1C=COC(=N1)C#C,[0 0 0 ... 0 0 0]
CNC(C=O)C#C,[0 1 0 ... 0 0 0]
COc1[nH]c(=O)[nH]n1,[0 0 0 ... 0 0 0]
CC(O)CC(O)C(C)=O,[0 1 0 ... 0 0 0]
O=CC12CC(O1)C2C#C,[0 0 0 ... 0 0 0]
CC(O)C1C2OC2C1C,[0 1 0 ... 0 0 0]
CCC1(C)COCO1,[0 0 0 ... 0 0 0]
C#CCC1=CNC(=O)C1,[0 0 0 ... 0 0 0]
OC1CC=CNC1=O,[0 0 0 ... 0 0 0]
OC(C#N)C(=O)C1CO1,[0 1 0 ... 0 0 0]
C1OC11CC2COC2C1,[0 0 0 ... 0 0 0]
CC12C3CC4(O)C(C13)C24,[0 0 0 ... 0 0 0]
c1[nH]c2c(n1)onn2,[0 0 0 ... 0 0 0]
OC1CC11C2CN1C2,[0 0 0 ... 0 0 0]
O=C1CC23CC4C2OC134,[0 0 0 ... 0 0 0]
COCC#CC1CN1,[0 0 0 ... 0 0 0]
CC(C#N)C(C)(C)C,[0 1 0 ... 0 0 0]
CCn1c(coc1=O)N,[0 0 0 ... 0 0 0]
CC12C3CC(C)(C13)C2=O,[0 0 0 ... 0 0 0]
N=C1NC2C3CCC12O3,[0 0 0 ... 0 0 0]
N=C1CN2CC3C(O1)C23,[0 0 0 ... 0 0 0]
CC1C2N1CC=C2C#C,[0 0 0 ... 0 0 0]
CCCNC(=O)CO,[0 0 0 ... 0 0 0]
CC1=CC2CC1C2=NO,[0 0 0 ... 0 0 0]
CC(C(O)C=O)C1CN1,[0 1 0 ... 0 0 0]
CC1CC2C(CO1)N2C,[0 1 0 ... 0 0 0]
CC12C=CC3CC1OC23,[0 0 0 ... 0 0 0]
C1OC1C12CC1N1CC21,[0 0 0 ... 0 0 0]
CCC(O)C(F)(F)F,[0 1 0 ... 0 0 0]
CC1(O)C2C3CC1C23,[0 0 0 ... 0 0 0]
C1OC23CC(COC2)C13,[0 0 0 ... 0 0 0]
NC12CC(O)C1C2C#N,[0 0 0 ... 0 0 0]
CC1(C)C(C=O)C1C=O,[0 0 0 ... 0 0 0]
CC1C2OC3C(C)C1C23,[0 0 0 ... 0 0 0]
C#CC1OCCCCO1,[0 0 0 ... 0 0 0]
NC(=O)C1(O)C2CCC12,[0 0 0 ... 0 0 0]
O=C1NC2CC(=O)OC12,[0 0 0 ... 0 0 0]
O=CC1C2CCC2C1=O,[0 0 0 ... 0 0 0]
CC1C2CC3OCC3C12,[0 0 0 ... 0 0 0]
OC1C2CC1(O)C2C=O,[0 0 0 ... 0 0 0]
c1c[nH]c2c1ccnc2,[0 0 0 ... 0 0 0]
CCC1(C)COC=N1,[0 0 0 ... 0 0 0]
CC1=NC(CO)CO1,[0 0 0 ... 0 0 0]
CC1CC1(O)C#CC#N,[0 0 0 ... 0 0 0]
CC#CC(C#N)N1CC1,[0 1 0 ... 0 0 0]
C#CC1CCN1CC#N,[0 0 0 ... 0 0 0]
O=C1NC2CC2N2CC12,[0 0 0 ... 0 0 0]
CC1CC(=O)C(C)=CN1,[0 0 0 ... 0 0 0]
OC1(CC([O-])=O)C[NH2+]C1,[0 0 0 ... 0 0 0]
CC1CC2OC1C21CO1,[0 0 0 ... 0 0 0]
OC12C3CC(CC1=O)C23,[0 0 0 ... 0 0 0]
OC12C3CC1COCC23,[0 0 0 ... 0 0 0]
OC12C3OC(C13)C21CO1,[0 0 0 ... 0 0 0]
OC1CC2OC1C(=N)O2,[0 0 0 ... 0 0 0]
OC1CC2NC12C1CO1,[0 0 0 ... 0 0 0]
C1C2OCC11COCC21,[0 0 0 ... 0 0 0]
C1N2C3C4COCC13C24,[0 0 0 ... 0 0 0]
CC(C)C1OCC(=O)O1,[0 1 0 ... 0 0 0]
C1COC2=NCCC2=C1,[0 0 0 ... 0 0 0]
CCC(C)C(=NO)C#C,[0 1 0 ... 0 0 0]
C1CC1(CC#CC#N)O,[0 0 0 ... 0 0 0]
c1cncnc1NC=O,[0 0 0 ... 0 0 0]
CC1C2CCCC(C)C12,[0 0 0 ... 0 0 0]
CC1C2N3CC2(C=O)C13,[0 0 0 ... 0 0 0]
N=C1ON=NO1,[0 0 0 ... 0 0 0]
CC1CC2=CC(O)CC12,[0 0 0 ... 0 0 0]
CC1=CC2OC2C11CC1,[0 0 0 ... 0 0 0]
CC(=O)C(C)(C)CC#C,[0 0 0 ... 0 0 0]
CC1C2OC(=N)C(O)C12,[0 0 0 ... 0 0 0]
CC12NC(C3NC13)C2=O,[0 0 0 ... 0 0 0]
OC1C2OCOC(=N)C12,[0 0 0 ... 0 0 0]
CC1CC1C(C)(C)C#C,[0 0 0 ... 0 0 0]
CC12OC1C1NC1C2=O,[0 0 0 ... 0 0 0]
CC1(C)CC2OC2C1,[0 0 0 ... 0 0 0]
CC1(C)C2CC2CC1=O,[0 0 0 ... 0 0 0]
N=C1NCC2OC1C2=O,[0 0 0 ... 0 0 0]
C1OCC2C3C4C1C2N34,[0 0 0 ... 0 0 0]
CC1=CC2(C)CC1C2O,[0 0 0 ... 0 0 0]
CC1(C)CC1(O)C1CO1,[0 0 0 ... 0 0 0]
CC1CC2CC=CC12,[0 0 0 ... 0 0 0]
CC1C(O)C1(N)C#N,[0 0 0 ... 0 0 0]
NC(=N)C1(CO1)C#N,[0 0 0 ... 0 0 0]
CC1CC2C=CC1C2C,[0 0 0 ... 0 0 0]
CC12OC(=O)C1CC2O,[0 0 0 ... 0 0 0]
CC1C2OC3C2C=CC13,[0 0 0 ... 0 0 0]
C#CC(=O)CCC=O,[0 0 0 ... 0 0 0]
CC1OC(C)C1(C)O,[0 0 0 ... 0 0 0]
N#CC1C2OC2C11CC1,[0 0 0 ... 0 0 0]
c1c(coc1N)CC=O,[0 0 0 ... 0 0 0]
CC1C(C)C(=O)C1C#C,[0 0 0 ... 0 0 0]
CC1C(O)C=CC2CN12,[0 0 0 ... 0 0 0]
c1cc(nc(c1N)O)N,[0 0 0 ... 0 0 0]
CC(O)CC1OCCO1,[0 1 0 ... 0 0 0]
COC(C#N)C(N)=N,[0 1 0 ... 0 0 0]
CC1C(O)C2OC(=N)C12,[0 0 0 ... 0 0 0]
O=CC1CC2NC12C=O,[0 0 0 ... 0 0 0]
CC1=CC=CC(=CC1)C,[0 0 0 ... 0 0 0]
CN1CC1C(O)CC#C,[0 1 0 ... 0 0 0]
CC1C2CC(O)C2C1=O,[0 0 0 ... 0 0 0]
CC1CC1OC1CCC1,[0 1 0 ... 0 0 0]
C1C2C3CN4C1C4C23,[0 0 0 ... 0 0 0]
OC1C2CCOC12C#N,[0 0 0 ... 0 0 0]
CC1(O)C=CC=CC=C1,[0 0 0 ... 0 0 0]
CC(C)C(C)C#CC#N,[0 1 0 ... 0 0 0]
CC1C2C1N1C2CC1=O,[0 0 0 ... 0 0 0]
N=C(OCCC=O)C=O,[0 0 0 ... 0 0 0]
CC1=CC2(CN2)C(=O)C1,[0 0 0 ... 0 0 0]
CC1=COC(=N)NC1=O,[0 0 0 ... 0 0 0]
O=CC1CC2CN3C2C13,[0 0 0 ... 0 0 0]
C1OC1C1OC2CC12,[0 0 0 ... 0 0 0]
C1C2CC1CCC2,[0 0 0 ... 0 0 0]
Cc1nc(=O)cc(o1)N,[0 0 0 ... 0 0 0]
OCC1CC1(O)C=O,[0 0 0 ... 0 0 0]
CC1C2NC2(C)C1C#N,[0 0 0 ... 0 0 0]
CN1C2CC(=CC12)C#N,[0 1 0 ... 0 0 0]
CC1C(O)COC1=N,[0 0 0 ... 0 0 0]
OC1C2C3OC2C13O,[0 0 0 ... 0 0 0]
O=CC1(CN1)C1CCO1,[0 0 0 ... 0 0 0]
OC1C2CC3CC2C13O,[0 0 0 ... 0 0 0]
OC1CC2C3CC3C2C1,[0 0 0 ... 0 0 0]
FC1=NON=CC1=N,[0 0 0 ... 0 0 0]
CCC(=O)CC1CN1,[0 0 0 ... 0 0 0]
CC(C=O)C1(C)COC1,[0 1 0 ... 0 0 0]
C1C(CO1)C(=O)C(=N)N,[0 0 0 ... 0 0 0]
CCC#CC1CN1C,[0 0 0 ... 0 0 0]
CC(=O)C1OC11COC1,[0 0 0 ... 0 0 0]
CNc1ncnn1C,[0 0 0 ... 0 0 0]
CC(=O)C#CC1(C)CO1,[0 0 0 ... 0 0 0]
CN1C2COC3CC3C12,[0 1 0 ... 0 0 0]
CC1(O)C2C3N2CC13C,[0 0 0 ... 0 0 0]
CC1=CC(OC1)C(N)=O,[0 0 0 ... 0 0 0]
CCC(=NO)C1CCO1,[0 0 0 ... 0 0 0]
CC1C=CCCN1C=O,[0 0 0 ... 0 0 0]
C1CC1C1(CN1)C1CO1,[0 0 0 ... 0 0 0]
C1OC23CC(C2)C=CC13,[0 0 0 ... 0 0 0]
ON=C1C2C3C1CCN23,[0 0 0 ... 0 0 0]
CC(C#N)N1CC1C#C,[0 1 0 ... 0 0 0]
N#CC1C2CC3C2CN13,[0 0 0 ... 0 0 0]
C#CC1CN=CNC=N1,[0 0 0 ... 0 0 0]
CN=CNc1ncco1,[0 0 0 ... 0 0 0]
O=CC1CN(C=O)C=N1,[0 0 0 ... 0 0 0]
OC1C2CCC(C2)C1O,[0 0 0 ... 0 0 0]
CC12OC3CC3C1C2O,[0 0 0 ... 0 0 0]
C1CC1C1CC=CC1,[0 0 0 ... 0 0 0]
CC1(O)CC2N=COC12,[0 0 0 ... 0 0 0]
CC12CC1C1CC(=O)C21,[0 0 0 ... 0 0 0]
CNC1C(C)OC1=N,[0 0 0 ... 0 0 0]
CC1(O)C2OCCOC12,[0 0 0 ... 0 0 0]
CCC1OC1(C)C#C,[0 0 0 ... 0 0 0]
CC1N2CC1(C2)OC=O,[0 0 0 ... 0 0 0]
C1CC1OCC#N,[0 0 0 ... 0 0 0]
c1c(c[nH]c1N)NC=O,[0 0 0 ... 0 0 0]
C1CC=CC(=O)C(=O)C1,[0 0 0 ... 0 0 0]
OCC1C2OC1C2=O,[0 0 0 ... 0 0 0]
C1OCC1C1CC=CC1,[0 0 0 ... 0 0 0]
CC1CC1(O)CCC#N,[0 0 0 ... 0 0 0]
c1nc2c(o1)nc([nH]2)N,[0 0 0 ... 0 0 0]
NC(=O)OC1CC2CC12,[0 0 0 ... 0 0 0]
[NH3+]C(CO)CC([O-])=O,[0 1 0 ... 0 0 0]
O1C2C3C4C3C1C=CC24,[0 0 0 ... 0 0 0]
CN1C2COC(=N)CC12,[0 1 0 ... 0 0 0]
CC1C2CCC1(O2)C=O,[0 0 0 ... 0 0 0]
N=C1OCC2OC3C2C13,[0 0 0 ... 0 0 0]
C1C(=O)N(C(=O)O1)C=O,[0 0 0 ... 0 0 0]
N#CC1OC2COC1C2,[0 0 0 ... 0 0 0]
NC(=O)C1(CC1)OC=N,[0 0 0 ... 0 0 0]
CC1(COC=N1)C(N)=O,[0 0 0 ... 0 0 0]
N=C1OCC=C1C=O,[0 0 0 ... 0 0 0]
CC1C2OCC22COC12,[0 0 0 ... 0 0 0]
CC1OC=NC2C(O)C12,[0 0 0 ... 0 0 0]
CC1OC1COC1CC1,[0 0 0 ... 0 0 0]
C1CC12CC=C(C2)C#N,[0 0 0 ... 0 0 0]
CC1=CNC(=N)C(=O)C1,[0 0 0 ... 0 0 0]
CC1C(O)C(=O)C=C1N,[0 0 0 ... 0 0 0]
CC1(O)C=CCOC1=N,[0 0 0 ... 0 0 0]
CC12CC3C(CC1)C3O2,[0 0 0 ... 0 0 0]
CC1C2(C)NC2C11CN1,[0 0 0 ... 0 0 0]
c1coc(n1)C#CCO,[0 0 0 ... 0 0 0]
CC(O)CCC(C)O,[0 1 0 ... 0 0 0]
CC(O)C(C)CCC#N,[0 1 0 ... 0 0 0]
COC1CC(C)C1=O,[0 0 0 ... 0 0 0]
C1CN1C(CO)CO,[0 1 0 ... 0 0 0]
CC12NC(=O)C1(C)C2O,[0 0 0 ... 0 0 0]
CN1C(CC1=O)C#C,[0 0 0 ... 0 0 0]
CC1C2C3C2C1C3O,[0 0 0 ... 0 0 0]
CN1C2C1C1C3CC1C23,[0 1 0 ... 0 0 0]
CC1C2C(C1C=O)N2C,[0 1 0 ... 0 0 0]
OC12CN3CC1C=CC23,[0 0 0 ... 0 0 0]
CNc1cc(c[nH]1)CO,[0 0 0 ... 0 0 0]
OC12C3CC1=CCCC23,[0 0 0 ... 0 0 0]
COc1cc(ccn1)O,[0 0 0 ... 0 0 0]
CC(C#C)C1CC2CC12,[0 1 0 ... 0 0 0]
C#CC1CC(O1)C1CO1,[0 0 0 ... 0 0 0]
CC12CC(=O)C1(N2)C=O,[0 0 0 ... 0 0 0]
C#CC12CC3CC(C1)N23,[0 0 0 ... 0 0 0]
c1cc(oc1)C=O,[0 0 0 ... 0 0 0]
C1C2N1CC13CC21CO3,[0 0 0 ... 0 0 0]
CC1C2CCCC(=O)C12,[0 0 0 ... 0 0 0]
CC12NC1C(=O)C2O,[0 0 0 ... 0 0 0]
CC12CC(O1)C1OCC21,[0 0 0 ... 0 0 0]
c1cocc1C(=O)C#N,[0 0 0 ... 0 0 0]
OC12CCC1CC2C#N,[0 0 0 ... 0 0 0]
CN1CC(O)C1CC#C,[0 0 0 ... 0 0 0]
CC1CC2CC3CC12O3,[0 0 0 ... 0 0 0]
CC12C3C4C5C4N(C13)C25,[0 0 0 ... 0 0 0]
CC1=CCC2OC(=N)C12,[0 0 0 ... 0 0 0]
O=CC1(C#C)C2CN1C2,[0 0 0 ... 0 0 0]
OCC1=CCC2OC12,[0 0 0 ... 0 0 0]
O=C1C(CC1C#C)C#C,[0 0 0 ... 0 0 0]
CC12CC1NC(=O)C2=O,[0 0 0 ... 0 0 0]
CC12CCC1(C)C2C=O,[0 0 0 ... 0 0 0]
CC1C=CC2CC2C1=O,[0 0 0 ... 0 0 0]
OC12CCC1C1OCC21,[0 0 0 ... 0 0 0]
CC1=C(COCC1)C#N,[0 0 0 ... 0 0 0]
CC12CN3C1C(C#C)C23,[0 0 0 ... 0 0 0]
O=C1CN2CCC=CC12,[0 0 0 ... 0 0 0]
CC1=C(CCC1=O)C=O,[0 0 0 ... 0 0 0]
OC1CCCOC1=N,[0 0 0 ... 0 0 0]
C#CCn1cccc1N,[0 0 0 ... 0 0 0]
CC1CC(=N)OC1=O,[0 0 0 ... 0 0 0]
O=CN1C=NC2CC12,[0 0 0 ... 0 0 0]
OC12C3C1C1=CC2C3C1,[0 0 0 ... 0 0 1]
ON=C1CC2CC12O,[0 0 0 ... 0 0 0]
C#CCN=CNC(=O)N,[0 0 0 ... 0 0 0]
CC1=CC2CC(=O)C1O2,[0 0 0 ... 0 0 0]
NC(=O)CC1(CN1)C=O,[0 0 0 ... 0 0 0]
C(CCC#N)CCC#N,[0 0 0 ... 0 0 0]
CC1C2OCC1(C)C=C2,[0 0 0 ... 0 0 0]
CC(=O)c1c[nH]nc1,[0 0 0 ... 0 0 0]
O=C1CN2C3CC(C3)C12,[0 0 0 ... 0 0 0]
C#CCCCCCC#C,[0 0 0 ... 0 0 0]
CC1NC11CCOC1,[0 0 0 ... 0 0 0]
CC(C)(C)N=C1CCO1,[0 0 0 ... 0 0 0]
c1cnc(cn1)CC#N,[0 0 0 ... 0 0 0]
CC(=N[O-])C1=[NH+]C=CN1,[0 0 0 ... 0 0 0]
CC1NC11CCC1(C)O,[0 0 0 ... 0 0 0]
OC1C2COC1CCC2,[0 0 0 ... 0 0 0]
CC1OC1C(=O)C(C)=O,[0 0 0 ... 0 0 0]
OC12CC3C1C=CC23O,[0 0 0 ... 0 0 0]
C1C2C3COC1C1C3N21,[0 0 0 ... 0 0 0]
CC(=O)NC(=O)N(C)C,[0 0 0 ... 0 0 0]
OC1C2OC1C2CC#C,[0 0 0 ... 0 0 0]
CC(CC#C)C1(O)CC1,[0 1 0 ... 0 0 0]
O=C1C2CC2N2CC12,[0 0 0 ... 0 0 0]
O=CC#CC1CC2OC12,[0 0 0 ... 0 0 0]
CC12CC(C3CC13)C2=O,[0 0 0 ... 0 0 0]
O=CC(=O)C1CN1,[0 0 0 ... 0 0 0]
CN(C)C12CC3C1OC23,[0 0 0 ... 0 0 0]
C1CC12CC3(C2O)CC3,[0 0 0 ... 0 0 0]
C1C2CC3OC2C1CO3,[0 0 0 ... 0 0 0]
CN=C1CCC(C)O1,[0 0 0 ... 0 0 0]
CN1C=NCC1C#N,[0 0 0 ... 0 0 0]
C1C2C3C4C5C(C4N13)N25,[0 0 0 ... 0 0 0]
c1c(n[nH]n1)C#N,[0 0 0 ... 0 0 0]
CC(NC=O)C1NC1C,[0 1 0 ... 0 0 0]
CC(O)C12CCCC1O2,[0 1 0 ... 0 0 0]
OC(CC1CO1)C=O,[0 1 0 ... 0 0 0]
C#CCC(=O)CCC#N,[0 0 0 ... 0 0 0]
C#CC12CC(C#N)C1N2,[0 0 0 ... 0 0 0]
CC1(O)CC1CN1CC1,[0 0 0 ... 0 0 0]
c1c(nno1)OC=O,[0 0 0 ... 0 0 0]
N=COC1CCC(=O)C1,[0 0 0 ... 0 0 0]
CC1(O)C2CCCC12O,[0 0 0 ... 0 0 0]
OC1C2CC1N=CO2,[0 0 0 ... 0 0 0]
C1OCC23OC12C1NC31,[0 0 0 ... 0 0 0]
CC(C)(CO)O,[0 0 0 ... 0 0 0]
O=C1C2CC1C2CC#C,[0 0 0 ... 0 0 0]
Cc1c(nno1)C#C,[0 0 0 ... 0 0 0]
N=C1NC=NC1C1CO1,[0 0 0 ... 0 0 0]
N#CC1=CCC2OC12,[0 0 0 ... 0 0 0]
CC1(CN1)C1CN1,[0 0 0 ... 0 0 0]
O=CC#CC1OC1C#C,[0 0 0 ... 0 0 0]
C1C=CCN1CC(=O)N,[0 0 0 ... 0 0 0]
N=C1CNCC(=O)CO1,[0 0 0 ... 0 0 0]
CC#CCOC(=O)N,[0 0 0 ... 0 0 0]
CC1CC(O)C1CO,[0 0 0 ... 0 0 0]
OC1CC(O)(C#C)C1=O,[0 0 0 ... 0 0 0]
N=COC1C2OC2C1=O,[0 0 1 ... 0 0 0]
CC1CC11OCC1C#N,[0 0 0 ... 0 0 0]
CN1C2C3C1C2N3C=O,[0 1 0 ... 0 0 0]
CC12CC1C1CC(C2)O1,[0 0 0 ... 0 0 0]
OC1C2NC1C(O)C=C2,[0 0 0 ... 0 0 0]
OC12C3CC1C1C3CC21,[0 0 0 ... 0 0 0]
CC#CC1(CC1)C(=O)N,[0 0 0 ... 0 0 0]
CC1C2OC3CC1CC23,[0 0 0 ... 0 0 0]
C1C2C3C4C3C1COC24,[0 0 0 ... 0 0 0]
C1C=CC2C3C4C3N1C24,[0 0 0 ... 0 0 0]
c1c(cnc(n1)N)N,[0 0 0 ... 0 0 0]
CC1(C)NC1(C)CO,[0 0 0 ... 0 0 0]
CC1(C)C2CC1C1OC21,[0 0 0 ... 0 0 0]
c1c(n(c(=O)[nH]1)C=O)N,[0 0 0 ... 0 0 0]
N=C(OC=O)C1CN1,[0 0 0 ... 0 0 0]
CC1=C2CC3C(C1)C23O,[0 0 0 ... 0 0 0]
CC(OCC#N)C(C)=O,[0 1 0 ... 0 0 0]
CCC(=O)NC(=N)C,[0 0 0 ... 0 0 0]
CN(C)C(=O)CCC=O,[0 0 0 ... 0 0 0]
CN1C2CCC2NC1=O,[0 0 0 ... 0 0 0]
CC1(C#C)C2OC2C1=O,[0 0 0 ... 0 0 0]
C1C2C3C4CC=C3C1N24,[0 0 0 ... 0 0 0]
OC1C2OC1C2NC=O,[0 0 0 ... 0 0 0]
CC1CC2C=CCC2O1,[0 0 0 ... 0 0 0]
OC1(COCC1=O)C=O,[0 0 0 ... 0 0 0]
OC1C2C3C4N=C1N2C34,[0 0 0 ... 0 0 0]
C1N2CC11OCC3C2C13,[0 0 0 ... 0 0 0]
CC1NC(=N)C(=O)C=C1,[0 0 0 ... 0 0 0]
N#CC1C2NC1C2=O,[0 0 0 ... 0 0 0]
CC1(C)OC2COC12C,[0 0 0 ... 0 0 0]
CC(=O)C(=O)N1CCC1,[0 0 0 ... 0 0 0]
NC(=O)N1CC2OC2C1,[0 0 0 ... 0 0 0]
OCC(CO)OC=N,[0 1 0 ... 0 0 0]
CC1C(C)(O)CC1(C)O,[0 0 0 ... 0 0 0]
CC1(C)C2CC(C2)C1=O,[0 0 0 ... 0 0 0]
N=C1CCC=CCO1,[0 0 0 ... 0 0 0]
CC12C3CCC1C1C3N21,[0 0 0 ... 0 0 0]
CC1(C)C2CC1N2C=O,[0 0 0 ... 0 0 0]
CCc1ncc(o1)C#N,[0 0 0 ... 0 0 0]
CN1C2CC1C(=N)OC2,[0 1 0 ... 0 0 0]
CC1(C)OC2CC1(O)C2,[0 0 0 ... 0 0 0]
OC12CC(C1)C21CO1,[0 0 0 ... 0 0 0]
OC1C2CC=CC1CO2,[0 0 0 ... 0 0 0]
NC(=[NH2+])C1=C([O-])C=CN1,[0 0 0 ... 0 0 0]
O=CC1=CCCC2CC12,[0 0 0 ... 0 0 0]
c1c[nH]cc(c1=O)C=O,[0 0 0 ... 0 0 0]
OC1C2C3OC1(C#C)C23,[0 0 0 ... 0 0 0]
c1c(oc(n1)CC=O)N,[0 0 0 ... 0 0 0]
CC1(O)C(=O)C=CC1=O,[0 0 0 ... 0 0 0]
c1cn(c(=O)[nH]1)CC#N,[0 0 0 ... 0 0 0]
C#CCN1C2CCCC12,[0 0 0 ... 0 0 0]
OC12CC(C1)C2C1CO1,[0 0 0 ... 0 0 0]
CC1CC(C)(O)C(C)O1,[0 0 0 ... 0 0 0]
O=C1CCC2CC3C2C13,[0 0 0 ... 0 0 0]
C1C2C3OC1C1OC3C21,[0 0 0 ... 0 0 0]
CC1C2C3CC4C(C23)C14,[0 0 0 ... 0 0 0]
Cc1c(cccc1N)N,[0 0 0 ... 0 0 0]
CC1OC2C1C2(C)C#N,[0 0 0 ... 0 0 0]
N1C2C3C1C21N=COC31,[0 0 0 ... 0 0 0]
CC1(O)C2CC3CC1N23,[0 0 0 ... 0 0 0]
CC1C=C(C)N(C)C1=O,[0 0 0 ... 0 0 0]
CC1CC(C=C1C)=NO,[0 0 0 ... 0 0 0]
O=C(CC1CO1)C1CO1,[0 0 0 ... 0 0 0]
C1C2OC3CN4C2C4C13,[0 0 0 ... 0 0 0]
OCC1NC1CC#C,[0 0 0 ... 0 0 0]
CC1=C(C=CCOC1)C,[0 0 0 ... 0 0 0]
CC#CC(C)C(C)=O,[0 1 0 ... 0 0 0]
OC1(CC2CO2)CCC1,[0 0 0 ... 0 0 0]
CC1=C(CCN1)C(=O)N,[0 0 0 ... 0 0 0]
CCCC1CCCO1,[0 0 0 ... 0 0 0]
CC1C2C3N1C2C3=NO,[0 0 0 ... 0 0 0]
CC12C3C4C1OC2C34O,[0 0 0 ... 0 0 0]
CCC(C#N)C(C)=O,[0 1 0 ... 0 0 0]
C1CC23CCC2OC13,[0 0 0 ... 0 0 0]
C1CC=CCC(=NO)C1,[0 0 0 ... 0 0 0]
OC1(CC#C)CC1C#C,[0 0 0 ... 0 0 0]
CC1=C2CCC2C(=O)C1,[0 0 0 ... 0 0 0]
c1cnc(cc1C#N)N,[0 0 0 ... 0 0 0]
CC1(CO1)C(O)C#N,[0 1 0 ... 0 0 0]
CC1CC=C(C1)C=O,[0 0 0 ... 0 0 0]
Cc1ccc(nc1)C#N,[0 0 0 ... 0 0 0]
OC1C2CCC12C#C,[0 0 0 ... 0 0 0]
CN1C2CC1C2NC=O,[0 1 0 ... 0 0 0]
OC1CC2OC(=N)CC12,[0 0 0 ... 0 0 0]
CC1CC11CNC1=O,[0 0 0 ... 0 0 0]
C#CC1(COCO1)C#C,[0 0 0 ... 0 0 0]
CC1=NOC(=N)N=C1,[0 0 0 ... 0 0 0]
CN=C1N=CN(C)C=N1,[0 0 0 ... 0 0 0]
C1C2CC=C3CC=CC123,[0 0 0 ... 0 0 0]
CC(C1COC1)N1CC1,[0 1 0 ... 0 0 0]
CC1(O)CCC(=N)OC1,[0 0 0 ... 0 0 0]
CC12CC(OC=N)C1O2,[0 0 0 ... 0 0 0]
CC12CC(O1)C1OC21,[0 0 0 ... 0 0 0]
CC1(CCCC1=O)C=O,[0 0 0 ... 0 0 0]
CC1CC1(O)C(N)C#N,[0 1 0 ... 0 0 0]
N#CCN1CCC1C#N,[0 0 0 ... 0 0 0]
CC1C2C3N1C2C3=O,[0 0 0 ... 0 0 0]
O=CC1CN2C3CC3C12,[0 0 0 ... 0 0 0]
CC1CC(C=O)C=C1C,[0 0 0 ... 0 0 0]
NC1=NOC=NC1=N,[0 0 0 ... 0 0 0]
C1C2CCCCCC1O2,[0 0 0 ... 0 0 0]
C#CC1(CC1)CC#N,[0 0 0 ... 0 0 0]
CC(C=O)C1(C)CO1,[0 1 0 ... 0 0 0]
CC1CC2OC1(C)C2=O,[0 0 0 ... 0 0 0]
C1C2C3N4CC=CC13C24,[0 0 0 ... 0 0 0]
C1CC23C=CC4C2C1N34,[0 0 0 ... 0 0 0]
CC1CCC(O)C1=O,[0 0 0 ... 0 0 0]
C1C(=O)NC12COC2,[0 0 0 ... 0 0 0]
O=C1OC2CCC1CO2,[0 0 0 ... 0 0 0]
Cc1cccc(n1)O,[0 0 0 ... 0 0 0]
NC(=O)C1NCC1=NO,[0 0 0 ... 0 0 0]
c1c([nH]c(c1O)N)CO,[0 0 0 ... 0 0 0]
CC#CC(OC=N)C=O,[0 1 0 ... 0 0 0]
O=C1NC(CO1)C#C,[0 0 0 ... 0 0 0]
Cc1c[nH]c(c1C)CO,[0 0 0 ... 0 0 0]
CC12OC1COC2(C)C,[0 0 0 ... 0 0 0]
CC1CC2(CO2)C(=O)O1,[0 0 0 ... 0 0 0]
CN(C)C(=O)NC=N,[0 0 0 ... 0 0 0]
c1cc(oc(=O)c1N)O,[0 0 0 ... 0 0 0]
CC(O)C(C)CC#C,[0 1 0 ... 0 0 0]
N=C1OC(=O)CCC=C1,[0 0 0 ... 0 0 0]
C1OCC23NC12C1NC31,[0 0 0 ... 0 0 0]
CC1CC2CC(O2)C1C,[0 0 0 ... 0 0 0]
NC1=CC(=N)N=C(N)O1,[0 0 0 ... 0 0 0]
C1CC(=O)C(=O)OC1,[0 0 1 ... 0 0 0]
O=C1CC2OCC(=O)C12,[0 0 0 ... 0 0 0]
O=C1NC2C3CC1C23,[0 0 0 ... 0 0 0]
CC12CC3CC1C23C,[0 1 0 ... 0 0 0]
N=C1CC2(O1)C1CC2N1,[0 0 0 ... 0 0 0]
NC1(CC1OC=O)C#N,[0 0 0 ... 0 0 0]
CC1C2C3C(C=O)N2C13,[0 0 0 ... 0 0 0]
c1c(=NO)cn[nH]c1F,[0 0 0 ... 0 0 0]
OC1CN2CC2C1C#C,[0 0 0 ... 0 0 0]
CCCCC#N,[0 0 0 ... 0 0 0]
CC(O)C1(CC1N)C#N,[0 1 0 ... 0 0 0]
C#CCCC(=O)CC#C,[0 0 0 ... 0 0 0]
CC1C2CC1OC=NC2,[0 0 0 ... 0 0 0]
